12;12;41.85003;-87.65005;2;2;39.04372;-77.48749;0
12;12;41.85003;-87.65005;11;11;39.11417;-94.62746;0
13;13;47.60621;-122.33207;11;11;39.11417;-94.62746;0
14;14;37.77493;-122.41942;13;13;47.60621;-122.33207;0
14;14;37.77493;-122.41942;8;8;22.28552;114.15769;0
14;14;37.77493;-122.41942;11;11;39.11417;-94.62746;0
15;15;9.93333;-84.08333;14;14;37.77493;-122.41942;0
15;15;9.93333;-84.08333;10;10;34.05223;-118.24368;0
16;16;29.76328;-95.36327;0;0;25.77427;-80.19366;0
17;17;36.17497;-115.13722;10;10;34.05223;-118.24368;0
18;18;33.44838;-112.07404;10;10;34.05223;-118.24368;0
19;19;32.78306;-96.80667;16;16;29.76328;-95.36327;0
19;19;32.78306;-96.80667;18;18;33.44838;-112.07404;0
19;19;32.78306;-96.80667;11;11;39.11417;-94.62746;0
2;2;39.04372;-77.48749;1;1;51.50853;-0.12574;0
3;3;40.71427;-74.00597;1;1;51.50853;-0.12574;0
4;4;48.85341;2.3488;1;1;51.50853;-0.12574;0
4;4;48.85341;2.3488;3;3;40.71427;-74.00597;0
6;6;52.37403;4.88969;1;1;51.50853;-0.12574;0
7;7;50.11667;8.68333;6;6;52.37403;4.88969;0
7;7;50.11667;8.68333;4;4;48.85341;2.3488;0
7;7;50.11667;8.68333;5;5;45.46427;9.18951;0
9;9;1.28967;103.85007;8;8;22.28552;114.15769;0
20;20;33.749;-84.38798;0;0;25.77427;-80.19366;0
20;20;33.749;-84.38798;19;19;32.78306;-96.80667;0
20;20;33.749;-84.38798;2;2;39.04372;-77.48749;0
10;10;34.05223;-118.24368;9;9;1.28967;103.85007;0
