ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;Split;Croatia;16,4396801;43,5115555;43705
THESSALONIKI;Greece;22,9352716;40,6403167;Zagreb;Croatia;16,00943434;45,8166064;43840
DELFT;Netherlands;4,35839;52,0114017;WESTVILLE;South Africa;30,9386111;-29,8244444;44100
WAGENINGEN;Netherlands;5,6634279;51,9750824;LYNNWOOD;South Africa;28,2636111;-25,7611111;44640
FREIBURG;Germany;7,1606881;46,8052805;WARSZAWA;Poland;21,0067265;52,2319237;44726
FREIBURG;Germany;7,8494005;47,9960901;WARSZAWA;Poland;21,0067265;52,2319237;44726
LISBOA;Portugal;-9,1328948;38,7128995;Abuja;Nigeria;7,4892974;9,0643305;44940
AAS;Norway;10,4388399;59,5683186;BOLOGNA;Italy;11,3430347;44,4936714;45000
BELLATERRA;Spain;2,0906089;41,5008166;LONDON;United Kingdom;-0,1276597;51,5072759;45000
PARIS;France;2,3521334;48,8565056;ADDIS ABABA;Ethiopia;38,78918636;8,96618;45000
TOULOUSE;France;1,4442469;43,6044622;KOELN;Germany;6,9569467;50,9412323;45027
THESSALONIKI;Greece;22,9352716;40,6403167;HAIFA;Israel;34,9983856;32,8191218;45178
ROMA;Italy;12,4830619;41,8932575;BELLATERRA;Spain;2,0906089;41,5008166;46010
ROMA;Italy;12,4830619;41,8932575;KOBENHAVN;Denmark;12,5700724;55,6867243;46578
ROMA;Italy;12,4830619;41,8932575;STAFFORDSHIRE;United Kingdom;-2;52,833333;46619
NOVI SAD;Serbia;19,845081;45,2551053;WIEN;Austria;16,3730908;48,2084671;46998
LECCE;Italy;18,1718482;40,3570373;CASERTA;Italy;14,3349289;41,083215;47495
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;LJUBLJANA;Slovenia;14,5068921;46,049865;47554
RAMONVILLE SAINT AGNE;France;1,4749101;43,5460533;WALLINGFORD;United Kingdom;-1,1252158;51,5982316;48125
LISBOA;Portugal;-9,1328948;38,7128995;NAIROBI;Kenya;36,8172449;-1,2832533;48150
WAGENINGEN;Netherlands;5,6634279;51,9750824;OBNINSK;Russian Federation;36,611913;55,0951738;48936
SAINT MANDE CEDEX;France;1,8883335;46,603354;TEL AVIV;Israel;34,7805274;32,0804808;49824
TOULOUSE;France;1,4442469;43,6044622;Didcot;United Kingdom;-1,2467923;51,6056908;49988
MOL;Belgium;5,1156157;51,1841061;PRETORIA;South Africa;28,1847222;-25,725;50000
TOULOUSE;France;1,4442469;43,6044622;KOBENHAVN;Denmark;12,5700724;55,6867243;50000
TRES CANTOS (MADRID);Spain;-3,7118812;40,5991506;TORINO;Italy;7,685972;45,0709201;50000
THESSALONIKI;Greece;22,9352716;40,6403167;THESSALONIKI;Greece;22,9352716;40,6403167;50260
WAGENINGEN;Netherlands;5,6634279;51,9750824;TILBURG;Netherlands;5,083076;51,55847;50359
NOVI SAD;Serbia;19,845081;45,2551053;BUDAPEST;Hungary;19,0404707;47,4983815;50418
SAINT MANDE CEDEX;France;1,8883335;46,603354;MANCHESTER;United Kingdom;-2,2447445;53,4791466;50499
NOVI SAD;Serbia;19,845081;45,2551053;LAXENBURG;Austria;16,3521337;48,066175;51085
MUENCHEN;Germany;11,5754815;48,1372719;Sassari;Italy;8,550912;40,729561;51307
WAGENINGEN;Netherlands;5,6634279;51,9750824;MAPUTO;Mozambique;32,5742102;-25,9511456;51695
MADRID;Spain;-3,7035825;40,4167047;GALWAY;Ireland;-9,03834041;53,2839934;51703
RAMONVILLE SAINT AGNE;France;1,4749101;43,5460533;GDANSK;Poland;18,6542888;54,3482259;52000
ESPOO;Finland;24,6569676;60,2051454;Texcoco;Mexico;-98,884033;19,5113906;52050
CHAMPS SUR MARNE;France;2,6009206;48,8516672;KUTNO;Poland;19,3570182;52,2317559;52430
COVENTRY;United Kingdom;-1,510477;52,4081812;MILANO;Italy;9,1906166;45,4666211;52500
MATERA;Italy;16,601585;40,668523;BERN;Switzerland;7,4513003;46,9480572;52500
MUENCHEN;Germany;11,5754815;48,1372719;HOENEFOSS;Norway;10,2550853;60,1666996;52572
SWINDON WILTSHIRE;United Kingdom;-1,7854949;51,5615549;ANAVISSOS ATTIKI;Greece;23,21204681;38,25622045;52588
SWINDON WILTSHIRE;United Kingdom;-1,7854949;51,5615549;LIEGE;Belgium;5,5734204;50,645138;52746
ESPOO;Finland;24,6569676;60,2051454;ST CRISTOBAL DE LAS CASAS;Mexico;-100,0000375;22,5000485;52920
BARCELONA;Spain;2,1700437;41,3870186;WAGENINGEN;Netherlands;5,6634279;51,9750824;53928
EDENBRIDGE;United Kingdom;0,0639341;51,1958271;Edinburgh;United Kingdom;-3,1932723;55,9483399;53933
EDENBRIDGE;United Kingdom;0,0639341;51,1958271;Exeter;United Kingdom;-3,5266611;50,7256471;54082
Evora;Portugal;-7,909377;38,5707719;WOERDEN;Netherlands;4,8913531;52,0867572;54352
WAGENINGEN;Netherlands;5,6634279;51,9750824;WESTVILLE;South Africa;30,9386111;-29,8244444;55027
THESSALONIKI;Greece;22,9352716;40,6403167;LJUBLJANA;Slovenia;14,5068921;46,049865;56226
DELFT;Netherlands;4,35839;52,0114017;Vilnius;Lithuania;25,2853984;54,6843135;56328
LECCE;Italy;18,1718482;40,3570373;ROMA;Italy;12,4830619;41,8932575;56544
BARCELONA;Spain;2,1700437;41,3870186;LEICESTER;United Kingdom;-1,1312289;52,6367811;56760
SALZBURG;Austria;13,0410592;47,8001977;Flintbek;Germany;10,0632613;54,243336;56760
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;TALLINN;Estonia;24,7453688;59,4372155;56883
SAINT MANDE CEDEX;France;1,8883335;46,603354;ROMA;Italy;12,4830619;41,8932575;56887
LISBOA;Portugal;-9,1328948;38,7128995;TERVUREN;Belgium;4,5144027;50,8227718;56924
LECCE;Italy;18,1718482;40,3570373;MESSA YAOUNDE;Cameroon;11,4770497;3,8865822;57000
LECCE;Italy;18,1718482;40,3570373;GUMLIGEN;Switzerland;7,5110516;46,9345928;57006
SALZBURG;Austria;13,0410592;47,8001977;POTSDAM;Germany;13,0622213;52,4009818;57360
ALRESFORD;United Kingdom;0,9995868;51,8551523;Amsterdam;Netherlands;4,9001115;52,3710088;57404
LUXEMBOURG-VILLE;Luxembourg;6,129890678;49,6105924;TILBURG;Netherlands;5,083076;51,55847;57600
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;SUKARRIETA (BIZKAIA);Spain;-2,6970992;43,394207;58134
MUENCHEN;Germany;11,5754815;48,1372719;KAMPALA;Uganda;32,5821691;0,3162223;58681
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;REYKJAVIK;Iceland;-21,7682622;64,24439715;58828
CHAMPS SUR MARNE;France;2,6009206;48,8516672;LONDON;United Kingdom;-0,1276597;51,5072759;59064
LISBOA;Portugal;-9,1328948;38,7128995;MAPUTO;Mozambique;32,5742102;-25,9511456;59287
THESSALONIKI;Greece;22,9352716;40,6403167;ISTANBUL;Turkey;28,9855676;41,0170578;59355
CHAMPS SUR MARNE;France;2,6009206;48,8516672;LJUBLJANA;Slovenia;14,5068921;46,049865;59588
FREIBURG;Germany;7,1606881;46,8052805;HAMBURG;Germany;10,000654;53,5503414;59920
FREIBURG;Germany;7,8494005;47,9960901;HAMBURG;Germany;10,000654;53,5503414;59920
RAMONVILLE SAINT AGNE;France;1,4749101;43,5460533;VILNIUS;Lithuania;25,2853984;54,6843135;59975
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;GDANSK;Poland;18,6542888;54,3482259;59977
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;RAMONVILLE ST AGNE;France;1,4749101;43,5460533;59984
RAMONVILLE SAINT AGNE;France;1,4749101;43,5460533;AARHUS C;Denmark;10,3333283;55,670249;59998
SWINDON WILTSHIRE;United Kingdom;-1,7854949;51,5615549;HELLEVOETSLUIS;Netherlands;4,1481449;51,8342953;59998
CHAMPS SUR MARNE;France;2,6009206;48,8516672;MILANO;Italy;9,1906166;45,4666211;60188
CHAMPS SUR MARNE;France;2,6009206;48,8516672;DELFT;Netherlands;4,35839;52,0114017;60394
LISBOA;Portugal;-9,1328948;38,7128995;SALZBURG;Austria;13,0410592;47,8001977;60990
MUENCHEN;Germany;11,5754815;48,1372719;KOCAELI;Turkey;29,9067888;40,7828;61261
BERGEN;Norway;4,70804;52,66765;CASABLANCA;Morocco;-7,6179071;33,596439;61292
