lengthMiddleSegment: 60080.82
step_energy: 0.05
electrostatic_force_factor: 1.0
spring_force_factor: 0.1
reject_force_factor: 2.0
distanceRejectRadius: 15020.205
distanceSamePosition: 15020.205
Iteration;time;energy;num nodes;reject force is enabled;spring force is enabled;electrostatic force is enabled;str_force;rep_force;elec_force
1;0;49,91;1321;false;true;true;18,63;0;31,47
2;0,02;55,86;1278;false;true;true;21,7;0;36,57
3;0,08;54,23;1231;false;true;true;22,74;0;34,66
4;0,09;50,57;1184;false;true;true;20,39;0;32,52
5;0,09;50,27;1135;false;true;true;20,73;0;31,65
6;0,1;47,19;1093;false;true;true;19,78;0;29,47
7;0,11;44,54;1058;false;true;true;20,52;0;27,28
8;0,12;43,57;1031;false;true;true;18,9;0;28,71
9;0,12;41,87;1001;false;true;true;19,78;0;26,54
10;0,13;40,96;977;false;true;true;19,2;0;25,41
11;0,14;41,56;954;false;true;true;20,05;0;26,44
12;0,14;40,19;932;false;true;true;18,96;0;24,27
13;0,15;38,01;911;false;true;true;19,18;0;22,41
14;0,15;37,28;891;false;true;true;19,13;0;21,3
15;0,16;36,59;878;false;true;true;18,17;0;22,28
16;0,16;35,9;861;false;true;true;18,68;0;21,25
17;0,16;35,94;846;false;true;true;19,29;0;21,4
18;0,17;34,98;831;false;true;true;19,52;0;21,13
19;0,17;34,66;817;false;true;true;18,31;0;21,58
20;0,18;34,49;803;false;true;true;19,19;0;21,01
21;0,18;32,93;787;false;true;true;19,1;0;19,43
22;0,18;31,77;774;false;true;true;18,84;0;18,13
23;0,19;29,38;764;false;true;true;17,5;0;16,46
24;0,19;29,24;757;false;true;true;17,38;0;17,07
25;0,19;28,75;750;false;true;true;17,3;0;17,25
26;0,2;28,66;743;false;true;true;18,22;0;17,65
27;0,2;28,27;732;false;true;true;18,6;0;15,32
28;0,2;27,52;727;false;true;true;17,46;0;16,17
29;0,21;27,85;722;false;true;true;17,47;0;17,66
30;0,21;27,95;713;false;true;true;18,96;0;16,82
31;0,21;27,86;705;false;true;true;19,04;0;16,72
32;0,22;28,32;700;false;true;true;18,55;0;18,39
33;0,22;28,35;690;false;true;true;18,45;0;17,21
34;0,22;26,58;683;false;true;true;17,78;0;16,33
35;0,23;25,97;676;false;true;true;16,81;0;15,52
36;0,23;24,92;668;false;true;true;16,7;0;13,66
37;0,23;24,37;664;false;true;true;16,76;0;14,59
38;0,24;24,38;660;false;true;true;16,87;0;15,42
39;0,24;23,77;654;false;true;true;17,42;0;14,84
40;0,25;24,09;649;false;true;true;17,49;0;15,19
41;0,25;23,17;645;false;true;true;17,29;0;14,97
42;0,25;22,44;640;false;true;true;17,35;0;14
43;0,25;22,55;635;false;true;true;16,98;0;13,48
44;0,26;22,11;631;false;true;true;16,71;0;13,37
45;0,26;21,65;626;false;true;true;16,63;0;12,64
46;0,26;20,91;620;false;true;true;15,82;0;10,64
47;0,27;20,63;618;false;true;true;15,75;0;11,48
48;0,27;20,11;614;false;true;true;16,01;0;10,87
49;0,27;20,28;613;false;true;true;16,05;0;12,37
50;0,28;20,53;609;false;true;true;16,27;0;12,19
51;0,28;20,36;604;false;true;true;16,71;0;11,33
52;0,28;20,53;601;false;true;true;16,07;0;11,48
53;0,29;19,86;597;false;true;true;15,18;0;10,97
54;0,29;20,55;596;false;true;true;15,93;0;13,16
55;0,29;19,22;588;false;true;true;15,03;0;9,07
56;0,3;18,78;588;false;true;true;14,39;0;10,6
57;0,3;18,86;586;false;true;true;14,65;0;11,35
58;0,3;18,92;584;false;true;true;15,46;0;12,18
59;0,31;18,6;581;false;true;true;15,96;0;12,23
60;0,31;18,78;577;false;true;true;15,5;0;11,38
61;0,31;18,44;573;false;true;true;15,37;0;10,45
62;0,31;17,86;571;false;true;true;15,13;0;10,58
63;0,32;17,02;568;false;true;true;15,05;0;9,71
64;0,32;17,01;567;false;true;true;15,43;0;10,7
65;0,32;17,53;566;false;true;true;16,1;0;12,11
66;0,33;17,75;562;false;true;true;16,21;0;11,19
67;0,33;17,77;559;false;true;true;15,89;0;10,87
68;0,33;17,35;554;false;true;true;14,7;0;9,01
69;0,34;16,91;551;false;true;true;13,71;0;8,19
70;0,34;16,74;550;false;true;true;13,14;0;8,82
71;0,34;16,79;548;false;true;true;13,39;0;9
72;0,34;16;546;false;true;true;13,42;0;8,64
73;0,35;15,28;543;false;true;true;13,41;0;7,66
74;0,35;14,98;543;false;true;true;13,52;0;8,58
75;0,35;15,24;543;false;true;true;14,05;0;9,9
76;0,36;15,3;541;false;true;true;14,4;0;9,91
77;0,36;15,23;539;false;true;true;14,68;0;9,88
78;0,37;15,31;537;false;true;true;14,69;0;9,75
79;0,37;15,25;535;false;true;true;14,81;0;9,79
80;0,37;14,7;532;false;true;true;14,31;0;8,6
81;0,37;14,56;531;false;true;true;13,97;0;8,79
82;0,38;14,62;529;false;true;true;13,81;0;8,37
83;0,38;14,46;528;false;true;true;13,79;0;8,72
84;0,38;14,19;527;false;true;true;13,88;0;8,99
85;0,38;14,08;525;false;true;true;13,87;0;8,59
86;0,39;13,92;524;false;true;true;13,87;0;8,88
87;0,39;13,74;523;false;true;true;13,98;0;9,13
88;0,39;13,62;522;false;true;true;14,11;0;9,29
89;0,4;13,85;521;false;true;true;14,17;0;9,63
90;0,4;14,18;519;false;true;true;14,17;0;9,37
91;0,4;13,85;516;false;true;true;13,95;0;8,26
92;0,4;13,68;516;false;true;true;13,91;0;9,18
93;0,41;13,89;515;false;true;true;13,77;0;9,51
94;0,41;13,75;513;false;true;true;13,8;0;9,01
95;0,41;13,66;512;false;true;true;13,95;0;9,17
96;0,41;13,71;511;false;true;true;14,13;0;9,57
97;0,42;14,34;510;false;true;true;14,36;0;10,24
98;0,42;13,93;506;false;true;true;14;0;8,55
99;0,42;13,86;503;false;true;true;12,92;0;7,16
100;0,42;13,34;503;false;true;true;12,59;0;7,85
101;0,43;13,01;502;false;true;true;12,61;0;7,98
102;0,43;12,85;501;false;true;true;12,8;0;7,9
103;0,43;12,66;501;false;true;true;13,18;0;8,58
104;0,43;12,77;501;false;true;true;13,76;0;9,47
105;0,43;13,1;500;false;true;true;14,44;0;10,06
106;0,44;13,61;498;false;true;true;14,7;0;9,89
107;0,44;13,53;496;false;true;true;14,36;0;9,39
108;0,44;13,94;494;false;true;true;13,82;0;9,2
109;0,44;13,45;492;false;true;true;13,46;0;8,66
110;0,45;13,2;490;false;true;true;13,02;0;7,89
111;0,45;13;489;false;true;true;12,64;0;7,97
112;0,45;13,08;489;false;true;true;12,87;0;8,97
113;0,46;12,94;486;false;true;true;12,68;0;7,76
114;0,46;12,66;485;false;true;true;12,65;0;7,71
115;0,46;12,42;485;false;true;true;12,76;0;8,39
116;0,46;12,52;485;false;true;true;13,28;0;9,28
117;0,47;12,71;484;false;true;true;13,81;0;9,68
118;0,47;12,68;482;false;true;true;13,81;0;9,08
119;0,47;12,57;481;false;true;true;13,92;0;9,39
120;0,47;12,6;478;false;true;true;13,5;0;8,02
121;0,48;12,27;478;false;true;true;13,31;0;8,76
122;0,48;12,16;477;false;true;true;13,38;0;8,93
123;0,48;12,13;476;false;true;true;13,4;0;8,99
124;0,48;12,43;475;false;true;true;13,53;0;9,28
125;0,48;12,27;472;false;true;true;13,21;0;7,94
126;0,49;11,83;472;false;true;true;13,09;0;8,56
127;0,49;11,78;472;false;true;true;13,28;0;9,38
128;0,49;11,47;471;false;true;true;13,37;0;9,2
129;0,49;11,39;469;false;true;true;13,21;0;8,36
130;0,5;11,37;469;false;true;true;13,55;0;9,1
131;0,5;11,39;468;false;true;true;13,86;0;9,26
132;0,5;11,36;467;false;true;true;13,91;0;9,3
133;0,5;11,59;467;false;true;true;14,27;0;10,28
134;0,5;11,93;464;false;true;true;13,61;0;8,87
135;0,51;11,98;463;false;true;true;13,3;0;8,86
136;0,51;12,14;463;false;true;true;13,68;0;9,97
137;0,51;12,36;459;false;true;true;13,27;0;7,99
138;0,51;12,19;458;false;true;true;12,66;0;8
139;0,51;12,29;456;false;true;true;12,23;0;7,36
140;0,52;12,08;456;false;true;true;12,17;0;8,21
141;0,52;11,8;454;false;true;true;12,11;0;7,34
